key,kind,title,description,url,pub_date,duration,item_count,image_url,image_srcset,image_placeholder_color,categories,rank,bookmarked,progress,viewed_at,completed,in_progress
16,lesson,Python Descriptors › Creating a Song Class,"Course lesson from: ""Python Descriptors""",/videos/creating-song-class/,2025-10-14T14:00:00+00:00,183.0,,https://files.realpython.com/media/Python-Descriptors_Watermarked_1.ec0d674f97e5.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-Descriptors_Watermarked_1.ec0d674f97e5.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-Descriptors_Watermarked_1.ec0d674f97e5.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-Descriptors_Watermarked_1.ec0d674f97e5.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-Descriptors_Watermarked_1.ec0d674f97e5.jpg 1920w",#ff7e74,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
17,reference_term,vibe coding | AI Coding Glossary,An AI-assisted programming style where a developer describes goals in natural language and accepts model-generated code with minimal manual editing.,/ref/ai-coding-glossary/vibe-coding/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
18,reference_term,prompt | AI Coding Glossary,The input text or a structured message that tells a generative model what to do.,/ref/ai-coding-glossary/prompt/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
19,post,How to Use Python: Your First Steps,"Learn how to use Python—install it, run code, and work with data types, functions, classes, and loops. Explore essential tools and build a solid foundation.",/python-first-steps/,2025-10-13T14:00:00+00:00,4269.836066,,https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 1920w",#ff7e74,"['basics', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
20,reference_term,artificial intelligence (AI) | AI Coding Glossary,The field of building machines and software that perform tasks requiring human-like intelligence.,/ref/ai-coding-glossary/ai/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
21,reference_term,prompt | AI Coding Glossary,The input text or a structured message that tells a generative model what to do.,/ref/ai-coding-glossary/prompt/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
22,post,How to Use Python: Your First Steps,"Learn how to use Python—install it, run code, and work with data types, functions, classes, and loops. Explore essential tools and build a solid foundation.",/python-first-steps/,2025-10-13T14:00:00+00:00,4269.836066,,https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 1920w",#ff7e74,"['basics', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
23,reference_term,artificial intelligence (AI) | AI Coding Glossary,The field of building machines and software that perform tasks requiring human-like intelligence.,/ref/ai-coding-glossary/ai/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
24,reference_term,agentic coding | AI Coding Glossary,"An approach to software development in which AI agents plan, write, run, and iteratively improve code.",/ref/ai-coding-glossary/agentic-coding/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
25,quiz,How to Use Python: Your First Steps,"Review the basics of Python with this quiz. Practice syntax, keywords, variables, errors, and tools every beginner should know.",/quizzes/python-first-steps/,2025-10-13T12:00:00+00:00,,,https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/UPDATE-First-Steps-With-Python_Watermarked.256721df5607.jpg 1920w",#ff7e74,"['basics', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
26,reference_term,model context protocol (MCP) | AI Coding Glossary,"An open, client-server communication standard that lets AI applications connect to external tools and data sources.",/ref/ai-coding-glossary/mcp/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
27,reference_term,agent | AI Coding Glossary,"A system that perceives, decides, and acts toward goals, often looping over steps with tools, memory, and feedback.",/ref/ai-coding-glossary/agent/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
28,reference_term,large language model (LLM) | AI Coding Glossary,A neural network that predicts the next token to perform general-purpose language tasks.,/ref/ai-coding-glossary/llm/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
29,reference_term,generative pre-trained transformer (GPT) | AI Coding Glossary,Autoregressive language models that use the transformer architecture and are pre-trained on large text corpora.,/ref/ai-coding-glossary/gpt/,,,,,,#e5c6ab,[],0.12,False,0.0,1970-01-01T00:00:01+00:00,False,False
30,podcast,The Real Python Podcast – Episode #269: Python 3.14: Exploring the New Features,"Python 3.14 is here! Christopher Trudeau returns to discuss the new version with Real Python team member Bartosz Zaczyński. This year, Bartosz coordinated the series of preview articles with members of the Real Python team and wrote the showcase…",/podcasts/rpp/269/,2025-10-10T12:00:00+00:00,3373.0,,https://files.realpython.com/media/E_269_Podcast_Title.3fb19025204f.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/E_269_Podcast_Title.3fb19025204f.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/E_269_Podcast_Title.3fb19025204f.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/E_269_Podcast_Title.3fb19025204f.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/E_269_Podcast_Title.3fb19025204f.jpg 1920w",#abe5b2,"['intermediate', 'best-practices', 'community']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
31,reference_area,AI Coding Glossary,Concise explanations of foundational terms and concepts for AI-assisted coding.,/ref/ai-coding-glossary/,,,10.0,,,#e5c6ab,[],0.14,False,0.0,1970-01-01T00:00:01+00:00,False,False
32,page,Office Hours,"Join us live for an exclusive members-only Q&A session with the Real Python team. You'll meet fellow Pythonistas to chat about your learning progress, ask questions, and discuss Python tips & tricks via screen sharing. Simply register for upcoming events on this page.",/office-hours/,,,,https://files.realpython.com/media/Python-Community-Articles_Watermarked.0d39526095de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-Community-Articles_Watermarked.0d39526095de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-Community-Articles_Watermarked.0d39526095de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-Community-Articles_Watermarked.0d39526095de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-Community-Articles_Watermarked.0d39526095de.jpg 1920w",#abe0e6,[],0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
33,post,Python 3.14: Cool New Features for You to Try,"Learn what's new in Python 3.14, including an upgraded REPL, template strings, lazy annotations, and subinterpreters, with examples to try in your code.",/python314-new-features/,2025-10-08T14:00:00+00:00,3059.672131,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
34,quiz,Python 3.14: Cool New Features for You to Try,"In this quiz, you'll test your understanding of the new features introduced in Python 3.14. By working through this quiz, you'll review the key updates and improvements in this version of Python.",/quizzes/python314-new-features/,2025-10-08T12:00:00+00:00,,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
35,course,What's New in Python 3.14,"Covers Python 3.14's key changes: free-threading, subinterpreters, t-strings, lazy annotations, new REPL features, and improved error messages.",/courses/whats-new-python-314/,2025-10-07T14:00:00+00:00,2840.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.1,False,0.0,1970-01-01T00:00:01+00:00,False,False
36,lesson,What's New in Python 3.14 › Improving Error Messages,"Course lesson from: ""What's New in Python 3.14""",/videos/improving-error-messages/,2025-10-07T14:00:00+00:00,403.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
37,lesson,What's New in Python 3.14 › Introducing Python T-Strings,"Course lesson from: ""What's New in Python 3.14""",/lessons/314-introducing-t-strings/,2025-10-07T14:00:00+00:00,248.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
38,lesson,What's New in Python 3.14 › Miscellaneous,"Course lesson from: ""What's New in Python 3.14""",/lessons/miscellaneous/,2025-10-07T14:00:00+00:00,200.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
39,lesson,What's New in Python 3.14 › Using functools.Placeholder,"Course lesson from: ""What's New in Python 3.14""",/lessons/using-functoolsplaceholder/,2025-10-07T14:00:00+00:00,215.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
